pool_size,n_langs,n_langs_with_pos,n_calib,n_verify,n_pos,n_eval_budget,split_mode,split_seed,naive_z,naive_fpr_overall,naive_fpr_verify,global_threshold_tau,achieved_fpr_verify,tpr_empirical,tpr_roc_1pct,n_bonferroni_tests,z_bonf,achieved_fpr_bonf,tpr_bonf,tpr_gain,p_eff,ev_sqrt_2lnB,ev_gumbel,tau_minus_ev_gumbel,max_lang_fpr,worst_lang,fpr_spread,max_lang_fpr_own_tau,fpr_high_mean,fpr_high_max,n_langs_high,fpr_medium_mean,fpr_medium_max,n_langs_medium,fpr_low_mean,fpr_low_max,n_langs_low
33,17,0,4250,4250,0,20,random,0,2.326348,0.2851764705882353,0.29223529411764704,3.9412572247294704,0.011294117647058824,nan,nan,20,3.290526731491926,0.05364705882352941,nan,nan,246.74406644077965,2.4477468306808166,1.644853626951472,2.2964035977779984,0.024,pl,0.02,0.044,0.008000000000000002,0.012,5,0.011333333333333334,0.024,6,0.013999999999999999,0.02,6
66,17,0,4250,4250,0,20,random,0,2.326348,0.26541176470588235,0.2581176470588235,3.874670940950194,0.01011764705882353,nan,nan,20,3.290526731491926,0.044470588235294116,nan,nan,187.3205101796213,2.4477468306808166,1.644853626951472,2.229817313998722,0.024,pl,0.024,0.032,0.009600000000000001,0.016,5,0.015333333333333332,0.024,6,0.005333333333333333,0.012,6
126,17,0,4250,4250,0,20,random,0,2.326348,0.2624705882352941,0.25788235294117645,3.8979611661076743,0.009647058823529411,nan,nan,20,3.290526731491926,0.04211764705882353,nan,nan,206.17288295585797,2.4477468306808166,1.644853626951472,2.2531075391562023,0.016,uk,0.016,0.052,0.012,0.016,5,0.009333333333333332,0.012,6,0.008,0.016,6
